,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
69,2022-09-20,245.9725312842165,216.8747818401895,265.21642483093007,245.9725312842165,245.9725312842165,-4.249491327212879,-4.249491327212879,-4.249491327212879,-4.249491327212879,-4.249491327212879,-4.249491327212879,0.0,0.0,0.0,241.72303995700364
70,2022-09-21,246.662260820411,221.66816311682376,271.1994820419452,246.662260820411,246.662260820411,-1.3800496335099206,-1.3800496335099206,-1.3800496335099206,-1.3800496335099206,-1.3800496335099206,-1.3800496335099206,0.0,0.0,0.0,245.2822111869011
71,2022-09-22,247.35199035660554,222.91887703770715,272.3724886165353,247.35199035660554,247.35199035660554,0.04957983153361484,0.04957983153361484,0.04957983153361484,0.04957983153361484,0.04957983153361484,0.04957983153361484,0.0,0.0,0.0,247.40157018813915
72,2022-09-23,248.04171989280002,224.25439023035725,272.4990389766703,248.04171989280002,248.04171989280002,0.49661106934826094,0.49661106934826094,0.49661106934826094,0.49661106934826094,0.49661106934826094,0.49661106934826094,0.0,0.0,0.0,248.53833096214828
73,2022-09-26,250.1109147583775,224.9202533647407,273.0413031389668,250.1109147583775,250.1109147583775,-1.93990858582625,-1.93990858582625,-1.93990858582625,-1.93990858582625,-1.93990858582625,-1.93990858582625,0.0,0.0,0.0,248.17100617255124
74,2022-09-27,250.80064638023663,222.4445498205509,269.82020354720345,250.80064638023663,250.80064638023663,-4.249491327212001,-4.249491327212001,-4.249491327212001,-4.249491327212001,-4.249491327212001,-4.249491327212001,0.0,0.0,0.0,246.55115505302462
75,2022-09-28,251.49037800209578,225.90615227338998,273.6058606381873,251.49037800209578,251.49037800209578,-1.3800496335077186,-1.3800496335077186,-1.3800496335077186,-1.3800496335077186,-1.3800496335077186,-1.3800496335077186,0.0,0.0,0.0,250.11032836858806
76,2022-09-29,252.18010962395496,226.99587856669925,277.77075670395584,252.18010962395496,252.18010962395496,0.04957983153354795,0.04957983153354795,0.04957983153354795,0.04957983153354795,0.04957983153354795,0.04957983153354795,0.0,0.0,0.0,252.2296894554885
77,2022-09-30,252.8698412458141,230.4439856509349,278.1283591581345,252.8698412458141,252.8698412458141,0.4966110693420233,0.4966110693420233,0.4966110693420233,0.4966110693420233,0.4966110693420233,0.4966110693420233,0.0,0.0,0.0,253.3664523151561
78,2022-10-03,254.93903611139154,228.55177139851742,277.63434675176217,254.93903611139154,254.93903611139154,-1.9399085858302207,-1.9399085858302207,-1.9399085858302207,-1.9399085858302207,-1.9399085858302207,-1.9399085858302207,0.0,0.0,0.0,252.99912752556133
79,2022-10-04,255.62876773325067,227.7332140795825,276.95187835337134,255.62876773325067,255.62876773325067,-4.249491327211144,-4.249491327211144,-4.249491327211144,-4.249491327211144,-4.249491327211144,-4.249491327211144,0.0,0.0,0.0,251.37927640603954
80,2022-10-05,256.31849935510985,229.92032740976785,279.17021031094544,256.31849935510985,256.31849935510985,-1.3800496335178298,-1.3800496335178298,-1.3800496335178298,-1.3800496335178298,-1.3800496335178298,-1.3800496335178298,0.0,0.0,0.0,254.938449721592
81,2022-10-06,257.00935022985027,233.32620197753286,282.6297741777448,257.00935022985027,257.00935022985027,0.049579831533608336,0.049579831533608336,0.049579831533608336,0.049579831533608336,0.049579831533608336,0.049579831533608336,0.0,0.0,0.0,257.0589300613839
82,2022-10-07,257.70020110459075,233.3698774248587,282.7630771114229,257.70020110459075,257.70020110459075,0.49661106934344823,0.49661106934344823,0.49661106934344823,0.49661106934344823,0.49661106934344823,0.49661106934344823,0.0,0.0,0.0,258.1968121739342
83,2022-10-10,259.77275372881206,233.28297741940975,282.5136727633004,259.77275372881206,259.77275372881206,-1.939908585834236,-1.939908585834236,-1.939908585834236,-1.939908585834236,-1.939908585834236,-1.939908585834236,0.0,0.0,0.0,257.8328451429778
84,2022-10-11,260.46360460355254,230.19963535279808,279.363868512134,260.46360460355254,260.46360460355254,-4.249491327215033,-4.249491327215033,-4.249491327215033,-4.249491327215033,-4.249491327215033,-4.249491327215033,0.0,0.0,0.0,256.2141132763375
85,2022-10-12,261.1544554782929,233.20007168694585,283.24323626692933,261.1544554782929,261.1544554782929,-1.380049633515545,-1.380049633515545,-1.380049633515545,-1.380049633515545,-1.380049633515545,-1.380049633515545,0.0,0.0,0.0,259.77440584477733
86,2022-10-13,261.8453063530334,237.17800397769557,285.3621489597328,261.8453063530334,261.8453063530334,0.04957983153341418,0.04957983153341418,0.04957983153341418,0.04957983153341418,0.04957983153341418,0.04957983153341418,0.0,0.0,0.0,261.8948861845668
87,2022-10-14,262.5361572277738,238.08342318256786,287.10897192357413,262.5361572277738,262.5361572277738,0.49661106934472604,0.49661106934472604,0.49661106934472604,0.49661106934472604,0.49661106934472604,0.49661106934472604,0.0,0.0,0.0,263.03276829711854
88,2022-10-17,264.6087098519952,238.7879923333664,287.3867441345292,264.6087098519952,264.6087098519952,-1.9399085858382066,-1.9399085858382066,-1.9399085858382066,-1.9399085858382066,-1.9399085858382066,-1.9399085858382066,0.0,0.0,0.0,262.66880126615695
89,2022-10-18,265.2995607268321,237.80278342661495,285.08887309413717,265.2995607268321,265.2995607268321,-4.2494913272141766,-4.2494913272141766,-4.2494913272141766,-4.2494913272141766,-4.2494913272141766,-4.2494913272141766,0.0,0.0,0.0,261.05006939961794
90,2022-10-19,265.9904116016691,240.04515390363116,289.56592576278837,265.9904116016691,265.9904116016691,-1.3800496335132606,-1.3800496335132606,-1.3800496335132606,-1.3800496335132606,-1.3800496335132606,-1.3800496335132606,0.0,0.0,0.0,264.61036196815587
91,2022-10-20,266.6812624765061,243.30591283002892,290.3044176154213,266.6812624765061,266.6812624765061,0.04957983153347456,0.04957983153347456,0.04957983153347456,0.04957983153347456,0.04957983153347456,0.04957983153347456,0.0,0.0,0.0,266.7308423080396
92,2022-10-21,267.37211335134305,244.32059971832803,291.9327628679939,267.37211335134305,267.37211335134305,0.4966110693461507,0.4966110693461507,0.4966110693461507,0.4966110693461507,0.4966110693461507,0.4966110693461507,0.0,0.0,0.0,267.8687244206892
93,2022-10-24,269.444665975854,242.2971073116755,290.65207407610353,269.444665975854,269.444665975854,-1.9399085858422653,-1.9399085858422653,-1.9399085858422653,-1.9399085858422653,-1.9399085858422653,-1.9399085858422653,0.0,0.0,0.0,267.5047573900117
